T [K] - Wyniki	P [W] - Wyniki	T [K] - Krzywa dopasowania	P [W] - Krzywa dopasowania	
		2575,38	0,00493402	
		2576,38	0,00494163	
		2577,38	0,00494925	
		2578,38	0,00495688	
		2579,38	0,00496451	
		2580,38	0,00497216	
		2581,38	0,00497982	
		2582,38	0,00498748	
		2583,38	0,00499515	
		2584,38	0,00500283	
		2585,38	0,00501052	
		2586,38	0,00501822	
		2587,38	0,00502593	
		2588,38	0,00503365	
		2589,38	0,00504137	
		2590,38	0,0050491	
		2591,38	0,00505685	
		2592,38	0,0050646	
		2593,38	0,00507236	
		2594,38	0,00508013	
		2595,38	0,00508791	
		2596,38	0,0050957	
		2597,38	0,00510349	
		2598,38	0,0051113	
		2599,38	0,00511911	
		2600,38	0,00512694	
		2601,38	0,00513477	
		2602,38	0,00514261	
		2603,38	0,00515046	
		2604,38	0,00515832	
		2605,38	0,00516619	
		2606,38	0,00517406	
		2607,38	0,00518195	
		2608,38	0,00518984	
		2609,38	0,00519775	
		2610,38	0,00520566	
		2611,38	0,00521358	
		2612,38	0,00522151	
		2613,38	0,00522945	
		2614,38	0,0052374	
		2615,38	0,00524536	
		2616,38	0,00525333	
		2617,38	0,00526131	
		2618,38	0,00526929	
		2619,38	0,00527728	
		2620,38	0,00528529	
		2621,38	0,0052933	
		2622,38	0,00530132	
		2623,38	0,00530935	
		2624,38	0,00531739	
		2625,38	0,00532544	
		2626,38	0,0053335	
		2627,38	0,00534157	
		2628,38	0,00534964	
		2629,38	0,00535773	
		2630,38	0,00536582	
		2631,38	0,00537393	
		2632,38	0,00538204	
		2633,38	0,00539016	
		2634,38	0,00539829	
		2635,38	0,00540643	
		2636,38	0,00541458	
		2637,38	0,00542274	
		2638,38	0,00543091	
		2639,38	0,00543908	
		2640,38	0,00544727	
		2641,38	0,00545547	
		2642,38	0,00546367	
		2643,38	0,00547189	
		2644,38	0,00548011	
		2645,38	0,00548834	
		2646,38	0,00549658	
		2647,38	0,00550483	
		2648,38	0,00551309	
		2649,38	0,00552136	
		2650,38	0,00552964	
		2651,38	0,00553793	
		2652,38	0,00554623	
		2653,38	0,00555453	
		2654,38	0,00556285	
		2655,38	0,00557117	
		2656,38	0,00557951	
		2657,38	0,00558785	
		2658,38	0,00559621	
		2659,38	0,00560457	
		2660,38	0,00561294	
		2661,38	0,00562132	
		2662,38	0,00562971	
		2663,38	0,00563811	
		2664,38	0,00564652	
		2665,38	0,00565494	
		2666,38	0,00566337	
		2667,38	0,0056718	
		2668,38	0,00568025	
		2669,38	0,00568871	
		2670,38	0,00569717	
		2671,38	0,00570565	
		2672,38	0,00571413	
		2673,38	0,00572263	
		2674,38	0,00573113	
		2675,38	0,00573964	
		2676,38	0,00574817	
		2677,38	0,0057567	
		2678,38	0,00576524	
		2679,38	0,00577379	
		2680,38	0,00578235	
		2681,38	0,00579092	
		2682,38	0,0057995	
		2683,38	0,00580809	
		2684,38	0,00581668	
		2685,38	0,00582529	
		2686,38	0,00583391	
		2687,38	0,00584254	
		2688,38	0,00585117	
		2689,38	0,00585982	
		2690,38	0,00586847	
		2691,38	0,00587714	
		2692,38	0,00588581	
		2693,38	0,0058945	
		2694,38	0,00590319	
		2695,38	0,00591189	
		2696,38	0,00592061	
		2697,38	0,00592933	
		2698,38	0,00593806	
		2699,38	0,0059468	
		2700,38	0,00595555	
		2701,38	0,00596432	
		2702,38	0,00597309	
		2703,38	0,00598187	
		2704,38	0,00599066	
		2705,38	0,00599946	
		2706,38	0,00600827	
		2707,38	0,00601708	
		2708,38	0,00602591	
		2709,38	0,00603475	
		2710,38	0,0060436	
		2711,38	0,00605246	
		2712,38	0,00606132	
		2713,38	0,0060702	
		2714,38	0,00607909	
		2715,38	0,00608798	
		2716,38	0,00609689	
		2717,38	0,00610581	
		2718,38	0,00611473	
		2719,38	0,00612367	
		2720,38	0,00613261	
		2721,38	0,00614157	
		2722,38	0,00615053	
		2723,38	0,00615951	
		2724,38	0,00616849	
		2725,38	0,00617749	
		2726,38	0,00618649	
		2727,38	0,0061955	
		2728,38	0,00620453	
		2729,38	0,00621356	
		2730,38	0,0062226	
		2731,38	0,00623166	
		2732,38	0,00624072	
		2733,38	0,00624979	
		2734,38	0,00625888	
		2735,38	0,00626797	
		2736,38	0,00627707	
		2737,38	0,00628618	
		2738,38	0,00629531	
		2739,38	0,00630444	
		2740,38	0,00631358	
		2741,38	0,00632273	
		2742,38	0,00633189	
		2743,38	0,00634107	
		2744,38	0,00635025	
		2745,38	0,00635944	
		2746,38	0,00636864	
		2747,38	0,00637785	
		2748,38	0,00638707	
		2749,38	0,00639631	
		2750,38	0,00640555	
		2751,38	0,0064148	
		2752,38	0,00642406	
		2753,38	0,00643333	
		2754,38	0,00644261	
		2755,38	0,0064519	
		2756,38	0,00646121	
		2757,38	0,00647052	
		2758,38	0,00647984	
		2759,38	0,00648917	
		2760,38	0,00649851	
		2761,38	0,00650786	
		2762,38	0,00651723	
		2763,38	0,0065266	
		2764,38	0,00653598	
		2765,38	0,00654537	
		2766,38	0,00655477	
		2767,38	0,00656419	
		2768,38	0,00657361	
		2769,38	0,00658304	
		2770,38	0,00659248	
		2771,38	0,00660194	
		2772,38	0,0066114	
		2773,38	0,00662087	
		2774,38	0,00663036	
		2775,38	0,00663985	
		2776,38	0,00664935	
		2777,38	0,00665887	
		2778,38	0,00666839	
		2779,38	0,00667792	
		2780,38	0,00668747	
		2781,38	0,00669702	
		2782,38	0,00670659	
		2783,38	0,00671616	
		2784,38	0,00672575	
		2785,38	0,00673534	
		2786,38	0,00674495	
		2787,38	0,00675456	
		2788,38	0,00676419	
		2789,38	0,00677383	
		2790,38	0,00678347	
		2791,38	0,00679313	
		2792,38	0,0068028	
		2793,38	0,00681247	
		2794,38	0,00682216	
		2795,38	0,00683186	
		2796,38	0,00684157	
		2797,38	0,00685129	
		2798,38	0,00686102	
		2799,38	0,00687076	
		2800,38	0,00688051	
		2801,38	0,00689027	
		2802,38	0,00690004	
		2803,38	0,00690982	
		2804,38	0,00691961	
		2805,38	0,00692941	
		2806,38	0,00693922	
		2807,38	0,00694904	
		2808,38	0,00695888	
		2809,38	0,00696872	
		2810,38	0,00697857	
		2811,38	0,00698844	
		2812,38	0,00699831	
		2813,38	0,00700819	
		2814,38	0,00701809	
		2815,38	0,007028	
		2816,38	0,00703791	
		2817,38	0,00704784	
		2818,38	0,00705778	
		2819,38	0,00706772	
		2820,38	0,00707768	
		2821,38	0,00708765	
		2822,38	0,00709763	
		2823,38	0,00710762	
		2824,38	0,00711762	
		2825,38	0,00712763	
		2826,38	0,00713765	
		2827,38	0,00714768	
		2828,38	0,00715772	
		2829,38	0,00716777	
		2830,38	0,00717784	
		2831,38	0,00718791	
		2832,38	0,007198	
		2833,38	0,00720809	
		2834,38	0,0072182	
		2835,38	0,00722831	
		2836,38	0,00723844	
		2837,38	0,00724858	
		2838,38	0,00725872	
		2839,38	0,00726888	
		2840,38	0,00727905	
		2841,38	0,00728923	
		2842,38	0,00729942	
		2843,38	0,00730962	
		2844,38	0,00731984	
		2845,38	0,00733006	
		2846,38	0,00734029	
		2847,38	0,00735054	
		2848,38	0,00736079	
		2849,38	0,00737105	
		2850,38	0,00738133	
		2851,38	0,00739162	
		2852,38	0,00740191	
		2853,38	0,00741222	
		2854,38	0,00742254	
		2855,38	0,00743287	
		2856,38	0,00744321	
		2857,38	0,00745356	
		2858,38	0,00746392	
		2859,38	0,0074743	
		2860,38	0,00748468	
		2861,38	0,00749507	
		2862,38	0,00750548	
		2863,38	0,0075159	
		2864,38	0,00752632	
		2865,38	0,00753676	
		2866,38	0,00754721	
		2867,38	0,00755767	
		2868,38	0,00756814	
		2869,38	0,00757862	
		2870,38	0,00758911	
		2871,38	0,00759961	
		2872,38	0,00761012	
		2873,38	0,00762065	
		2874,38	0,00763118	
		2875,38	0,00764173	
		2876,38	0,00765229	
		2877,38	0,00766285	
		2878,38	0,00767343	
		2879,38	0,00768402	
		2880,38	0,00769462	
		2881,38	0,00770524	
		2882,38	0,00771586	
		2883,38	0,00772649	
		2884,38	0,00773714	
		2885,38	0,00774779	
		2886,38	0,00775846	
		2887,38	0,00776913	
		2888,38	0,00777982	
		2889,38	0,00779052	
		2890,38	0,00780123	
		2891,38	0,00781195	
		2892,38	0,00782269	
		2893,38	0,00783343	
		2894,38	0,00784418	
		2895,38	0,00785495	
		2896,38	0,00786572	
		2897,38	0,00787651	
		2898,38	0,00788731	
		2899,38	0,00789812	
		2900,38	0,00790894	
		2901,38	0,00791977	
		2902,38	0,00793062	
		2903,38	0,00794147	
		2904,38	0,00795234	
		2905,38	0,00796321	
		2906,38	0,0079741	
		2907,38	0,007985	
		2908,38	0,00799591	
		2909,38	0,00800683	
		2910,38	0,00801776	
		2911,38	0,0080287	
		2912,38	0,00803966	
		2913,38	0,00805062	
		2914,38	0,0080616	
		2915,38	0,00807259	
		2916,38	0,00808359	
		2917,38	0,0080946	
		2918,38	0,00810562	
		2919,38	0,00811665	
		2920,38	0,00812769	
		2921,38	0,00813875	
		2922,38	0,00814982	
		2923,38	0,00816089	
		2924,38	0,00817198	
		2925,38	0,00818308	
		2926,38	0,00819419	
		2927,38	0,00820532	
		2928,38	0,00821645	
		2929,38	0,0082276	
		2930,38	0,00823875	
		2931,38	0,00824992	
		2932,38	0,0082611	
		2933,38	0,00827229	
		2934,38	0,00828349	
		2935,38	0,00829471	
		2936,38	0,00830593	
		2937,38	0,00831717	
		2938,38	0,00832841	
		2939,38	0,00833967	
		2940,38	0,00835094	
		2941,38	0,00836222	
		2942,38	0,00837352	
		2943,38	0,00838482	
		2944,38	0,00839614	
		2945,38	0,00840746	
		2946,38	0,0084188	
		2947,38	0,00843015	
		2948,38	0,00844151	
		2949,38	0,00845289	
		2950,38	0,00846427	
		2951,38	0,00847567	
		2952,38	0,00848707	
		2953,38	0,00849849	
		2954,38	0,00850992	
		2955,38	0,00852136	
		2956,38	0,00853282	
		2957,38	0,00854428	
		2958,38	0,00855576	
		2959,38	0,00856725	
		2960,38	0,00857875	
		2961,38	0,00859026	
		2962,38	0,00860178	
		2963,38	0,00861331	
		2964,38	0,00862486	
		2965,38	0,00863642	
		2966,38	0,00864798	
		2967,38	0,00865957	
		2968,38	0,00867116	
		2969,38	0,00868276	
		2970,38	0,00869438	
		2971,38	0,008706	
		2972,38	0,00871764	
		2973,38	0,00872929	
		2974,38	0,00874095	
		2975,38	0,00875263	
		2976,38	0,00876431	
		2977,38	0,00877601	
		2978,38	0,00878772	
		2979,38	0,00879944	
		2980,38	0,00881117	
		2981,38	0,00882291	
		2982,38	0,00883467	
		2983,38	0,00884643	
		2984,38	0,00885821	
		2985,38	0,00887	
		2986,38	0,0088818	
		2987,38	0,00889362	
		2988,38	0,00890544	
		2989,38	0,00891728	
		2990,38	0,00892913	
		2991,38	0,00894099	
		2992,38	0,00895286	
		2993,38	0,00896475	
		2994,38	0,00897664	
		2995,38	0,00898855	
		2996,38	0,00900047	
		2997,38	0,0090124	
		2998,38	0,00902435	
		2999,38	0,0090363	
		3000,38	0,00904827	
		3001,38	0,00906025	
		3002,38	0,00907224	
		3003,38	0,00908424	
		3004,38	0,00909625	
		3005,38	0,00910828	
		3006,38	0,00912032	
		3007,38	0,00913237	
		3008,38	0,00914443	
		3009,38	0,00915651	
		3010,38	0,00916859	
		3011,38	0,00918069	
		3012,38	0,0091928	
		3013,38	0,00920492	
		3014,38	0,00921706	
		3015,38	0,0092292	
		3016,38	0,00924136	
		3017,38	0,00925353	
		3018,38	0,00926571	
		3019,38	0,0092779	
		3020,38	0,00929011	
		3021,38	0,00930233	
		3022,38	0,00931456	
		3023,38	0,0093268	
		3024,38	0,00933905	
		3025,38	0,00935132	
		3026,38	0,0093636	
		3027,38	0,00937589	
		3028,38	0,00938819	
		3029,38	0,0094005	
		3030,38	0,00941283	
		3031,38	0,00942517	
		3032,38	0,00943752	
		3033,38	0,00944988	
		3034,38	0,00946225	
		3035,38	0,00947464	
		3036,38	0,00948704	
		3037,38	0,00949945	
		3038,38	0,00951187	
		3039,38	0,00952431	
		3040,38	0,00953675	
		3041,38	0,00954921	
		3042,38	0,00956169	
		3043,38	0,00957417	
		3044,38	0,00958667	
		3045,38	0,00959917	
		3046,38	0,00961169	
		3047,38	0,00962423	
		3048,38	0,00963677	
		3049,38	0,00964933	
		3050,38	0,0096619	
		3051,38	0,00967448	
		3052,38	0,00968707	
		3053,38	0,00969968	
		3054,38	0,0097123	
		3055,38	0,00972493	
		3056,38	0,00973757	
		3057,38	0,00975023	
		3058,38	0,00976289	
		3059,38	0,00977557	
		3060,38	0,00978827	
		3061,38	0,00980097	
		3062,38	0,00981369	
		3063,38	0,00982642	
		3064,38	0,00983916	
		3065,38	0,00985191	
		3066,38	0,00986468	
		3067,38	0,00987746	
		3068,38	0,00989025	
		3069,38	0,00990305	
		3070,38	0,00991587	
		3071,38	0,00992869	
		3072,38	0,00994154	
		3073,38	0,00995439	
		3074,38	0,00996725	
		3075,38	0,00998013	
		3076,38	0,00999302	
		3077,38	0,0100059	
		3078,38	0,0100188	
		3079,38	0,0100318	
		3080,38	0,0100447	
		3081,38	0,0100577	
		3082,38	0,0100706	
		3083,38	0,0100836	
		3084,38	0,0100966	
		3085,38	0,0101096	
		3086,38	0,0101226	
		3087,38	0,0101356	
		3088,38	0,0101487	
		3089,38	0,0101617	
		3090,38	0,0101748	
		3091,38	0,0101879	
		3092,38	0,010201	
		3093,38	0,0102141	
		3094,38	0,0102272	
		3095,38	0,0102403	
		3096,38	0,0102535	
		3097,38	0,0102666	
		3098,38	0,0102798	
		3099,38	0,010293	
		3100,38	0,0103061	
		3101,38	0,0103193	
		3102,38	0,0103326	
		3103,38	0,0103458	
		3104,38	0,010359	
		3105,38	0,0103723	
		3106,38	0,0103856	
		3107,38	0,0103988	
		3108,38	0,0104121	
		3109,38	0,0104254	
		3110,38	0,0104388	
		3111,38	0,0104521	
		3112,38	0,0104654	
		3113,38	0,0104788	
		3114,38	0,0104922	
		3115,38	0,0105055	
		3116,38	0,0105189	
		3117,38	0,0105323	
		3118,38	0,0105458	
		3119,38	0,0105592	
		3120,38	0,0105726	
		3121,38	0,0105861	
		3122,38	0,0105996	
		3123,38	0,010613	
		3124,38	0,0106265	
		3125,38	0,0106401	
		3126,38	0,0106536	
		3127,38	0,0106671	
		3128,38	0,0106807	
		3129,38	0,0106942	
		3130,38	0,0107078	
		3131,38	0,0107214	
		3132,38	0,010735	
		3133,38	0,0107486	
		3134,38	0,0107622	
		3135,38	0,0107759	
		3136,38	0,0107895	
		3137,38	0,0108032	
		3138,38	0,0108169	
		3139,38	0,0108305	
		3140,38	0,0108442	
		3141,38	0,010858	
		3142,38	0,0108717	
		3143,38	0,0108854	
		3144,38	0,0108992	
		3145,38	0,010913	
		3146,38	0,0109267	
		3147,38	0,0109405	
		3148,38	0,0109543	
		3149,38	0,0109682	
		3150,38	0,010982	
		3151,38	0,0109958	
		3152,38	0,0110097	
		3153,38	0,0110236	
		3154,38	0,0110375	
		3155,38	0,0110514	
		3156,38	0,0110653	
		3157,38	0,0110792	
		3158,38	0,0110931	
		3159,38	0,0111071	
		3160,38	0,011121	
		3161,38	0,011135	
		3162,38	0,011149	
		3163,38	0,011163	
		3164,38	0,011177	
		3165,38	0,0111911	
		3166,38	0,0112051	
		3167,38	0,0112192	
		3168,38	0,0112332	
		3169,38	0,0112473	
		3170,38	0,0112614	
		3171,38	0,0112755	
		3172,38	0,0112896	
		3173,38	0,0113038	
		3174,38	0,0113179	
		3175,38	0,0113321	
		3176,38	0,0113463	
		3177,38	0,0113605	
		3178,38	0,0113747	
		3179,38	0,0113889	
		3180,38	0,0114031	
		3181,38	0,0114173	
		3182,38	0,0114316	
		3183,38	0,0114459	
		3184,38	0,0114601	
		3185,38	0,0114744	
		3186,38	0,0114888	
		3187,38	0,0115031	
		3188,38	0,0115174	
		3189,38	0,0115318	
		3190,38	0,0115461	
		3191,38	0,0115605	
		3192,38	0,0115749	
		3193,38	0,0115893	
		3194,38	0,0116037	
		3195,38	0,0116181	
		3196,38	0,0116326	
		3197,38	0,011647	
		3198,38	0,0116615	
		3199,38	0,011676	
		3200,38	0,0116905	
		3201,38	0,011705	
		3202,38	0,0117195	
		3203,38	0,011734	
		3204,38	0,0117486	
		3205,38	0,0117632	
		3206,38	0,0117777	
		3207,38	0,0117923	
		3208,38	0,0118069	
		3209,38	0,0118215	
		3210,38	0,0118362	
		3211,38	0,0118508	
		3212,38	0,0118655	
		3213,38	0,0118801	
		3214,38	0,0118948	
		3215,38	0,0119095	
		3216,38	0,0119242	
		3217,38	0,011939	
		3218,38	0,0119537	
		3219,38	0,0119685	
		3220,38	0,0119832	
		3221,38	0,011998	
		3222,38	0,0120128	
		3223,38	0,0120276	
		3224,38	0,0120424	
		3225,38	0,0120573	
		3226,38	0,0120721	
		3227,38	0,012087	
		3228,38	0,0121019	
		3229,38	0,0121167	
		3230,38	0,0121316	
		3231,38	0,0121466	
		3232,38	0,0121615	
		3233,38	0,0121764	
		3234,38	0,0121914	
		3235,38	0,0122064	
		3236,38	0,0122214	
		3237,38	0,0122364	
		3238,38	0,0122514	
		3239,38	0,0122664	
		3240,38	0,0122814	
		3241,38	0,0122965	
		3242,38	0,0123116	
		3243,38	0,0123266	
		3244,38	0,0123417	
		3245,38	0,0123568	
		3246,38	0,012372	
		3247,38	0,0123871	
		3248,38	0,0124023	
		3249,38	0,0124174	
		3250,38	0,0124326	
		3251,38	0,0124478	
		3252,38	0,012463	
		3253,38	0,0124782	
		3254,38	0,0124935	
		3255,38	0,0125087	
		3256,38	0,012524	
		3257,38	0,0125392	
		3258,38	0,0125545	
		3259,38	0,0125698	
		3260,38	0,0125852	
		3261,38	0,0126005	
		3262,38	0,0126158	
		3263,38	0,0126312	
		3264,38	0,0126466	
		3265,38	0,012662	
		3266,38	0,0126774	
		3267,38	0,0126928	
		3268,38	0,0127082	
		3269,38	0,0127236	
		3270,38	0,0127391	
		3271,38	0,0127546	
		3272,38	0,0127701	
		3273,38	0,0127856	
		3274,38	0,0128011	
		3275,38	0,0128166	
		3276,38	0,0128322	
		3277,38	0,0128477	
		3278,38	0,0128633	
		3279,38	0,0128789	
		3280,38	0,0128945	
		3281,38	0,0129101	
		3282,38	0,0129257	
		3283,38	0,0129413	
		3284,38	0,012957	
		3285,38	0,0129727	
		3286,38	0,0129884	
		3287,38	0,0130041	
		3288,38	0,0130198	
		3289,38	0,0130355	
		3290,38	0,0130512	
		3291,38	0,013067	
		3292,38	0,0130828	
		3293,38	0,0130985	
		3294,38	0,0131143	
		3295,38	0,0131301	
		3296,38	0,013146	
		3297,38	0,0131618	
		3298,38	0,0131777	
		3299,38	0,0131935	
		3300,38	0,0132094	
		3301,38	0,0132253	
		3302,38	0,0132412	
		3303,38	0,0132572	
		3304,38	0,0132731	
		3305,38	0,0132891	
		3306,38	0,013305	
		3307,38	0,013321	
		3308,38	0,013337	
		3309,38	0,013353	
		3310,38	0,013369	
		3311,38	0,0133851	
		3312,38	0,0134011	
		3313,38	0,0134172	
		3314,38	0,0134333	
		3315,38	0,0134494	
		3316,38	0,0134655	
		3317,38	0,0134816	
		3318,38	0,0134978	
		3319,38	0,0135139	
		3320,38	0,0135301	
		3321,38	0,0135463	
		3322,38	0,0135625	
		3323,38	0,0135787	
		3324,38	0,0135949	
		3325,38	0,0136112	
		3326,38	0,0136274	
		3327,38	0,0136437	
		3328,38	0,01366	
		3329,38	0,0136763	
		3330,38	0,0136926	
		3331,38	0,0137089	
		3332,38	0,0137253	
		3333,38	0,0137416	
		3334,38	0,013758	
		3335,38	0,0137744	
		3336,38	0,0137908	
		3337,38	0,0138072	
		3338,38	0,0138237	
		3339,38	0,0138401	
		3340,38	0,0138566	
		3341,38	0,013873	
		3342,38	0,0138895	
		3343,38	0,013906	
		3344,38	0,0139226	
		3345,38	0,0139391	
		3346,38	0,0139556	
		3347,38	0,0139722	
		3348,38	0,0139888	
		3349,38	0,0140054	
		3350,38	0,014022	
		3351,38	0,0140386	
		3352,38	0,0140553	
		3353,38	0,0140719	
		3354,38	0,0140886	
		3355,38	0,0141053	
		3356,38	0,014122	
		3357,38	0,0141387	
		3358,38	0,0141554	
		3359,38	0,0141721	
		3360,38	0,0141889	
		3361,38	0,0142057	
		3362,38	0,0142225	
		3363,38	0,0142393	
		3364,38	0,0142561	
		3365,38	0,0142729	
		3366,38	0,0142897	
		3367,38	0,0143066	
		3368,38	0,0143235	
		3369,38	0,0143404	
		3370,38	0,0143573	
		3371,38	0,0143742	
		3372,38	0,0143911	
		3373,38	0,0144081	
		3374,38	0,014425	
		3375,38	0,014442	
		3376,38	0,014459	
		3377,38	0,014476	
		3378,38	0,0144931	
		3379,38	0,0145101	
		3380,38	0,0145271	
		3381,38	0,0145442	
		3382,38	0,0145613	
		3383,38	0,0145784	
		3384,38	0,0145955	
		3385,38	0,0146126	
		3386,38	0,0146298	
		3387,38	0,014647	
		3388,38	0,0146641	
		3389,38	0,0146813	
		3390,38	0,0146985	
		3391,38	0,0147157	
		3392,38	0,014733	
		3393,38	0,0147502	
		3394,38	0,0147675	
		3395,38	0,0147848	
		3396,38	0,0148021	
		3397,38	0,0148194	
		3398,38	0,0148367	
		3399,38	0,014854	
		3400,38	0,0148714	
		3401,38	0,0148888	
		3402,38	0,0149062	
		3403,38	0,0149236	
		3404,38	0,014941	
		3405,38	0,0149584	
		3406,38	0,0149759	
		3407,38	0,0149933	
		3408,38	0,0150108	
		3409,38	0,0150283	
		3410,38	0,0150458	
		3411,38	0,0150633	
		3412,38	0,0150809	
		3413,38	0,0150984	
		3414,38	0,015116	
		3415,38	0,0151336	
		3416,38	0,0151512	
		3417,38	0,0151688	
		3418,38	0,0151864	
		3419,38	0,0152041	
		3420,38	0,0152217	
		3421,38	0,0152394	
		3422,38	0,0152571	
		3423,38	0,0152748	
		3424,38	0,0152925	
		3425,38	0,0153103	
		3426,38	0,015328	
		3427,38	0,0153458	
		3428,38	0,0153636	
		3429,38	0,0153814	
		3430,38	0,0153992	
		3431,38	0,015417	
		3432,38	0,0154348	
		3433,38	0,0154527	
		3434,38	0,0154706	
		3435,38	0,0154885	
		3436,38	0,0155064	
		3437,38	0,0155243	
		3438,38	0,0155422	
		3439,38	0,0155602	
		3440,38	0,0155782	
		3441,38	0,0155962	
		3442,38	0,0156142	
		3443,38	0,0156322	
		3444,38	0,0156502	
		3445,38	0,0156683	
		3446,38	0,0156863	
		3447,38	0,0157044	
		3448,38	0,0157225	
		3449,38	0,0157406	
		3450,38	0,0157587	
		3451,38	0,0157769	
		3452,38	0,015795	
		3453,38	0,0158132	
		3454,38	0,0158314	
		3455,38	0,0158496	
		3456,38	0,0158678	
		3457,38	0,015886	
		3458,38	0,0159043	
		3459,38	0,0159226	
